[PC: f539] OPCODE 20 | A:75 X:ff Y:fd P:65 SP:e8 |jsr fb46
[PC: fb46] OPCODE 50 | A:75 X:ff Y:fd P:65 SP:e6 |bvc 45
[PC: fb48] OPCODE f0 | A:75 X:ff Y:fd P:65 SP:e6 |beq 43 Zero flag[false]
[PC: fb4a] OPCODE 30 | A:75 X:ff Y:fd P:65 SP:e6 |bmi 41
[PC: fb4c] OPCODE 90 | A:75 X:ff Y:fd P:65 SP:e6 |bcc 39
[PC: fb4e] OPCODE c9 | A:75 X:ff Y:fd P:65 SP:e6 |cmp AdressingMode[0] 75, 6e
[PC: fb50] OPCODE d0 | A:75 X:ff Y:fd P:65 SP:e6 |bne 35
[PC: fb75] OPCODE 84 | A:75 X:ff Y:fd P:65 SP:e6 |sty AdressingMode[1] 253
[PC: fb77] OPCODE 60 | A:75 X:ff Y:fd P:65 SP:e6 |rts f53c
[PC: f53c] OPCODE ad | A:75 X:ff Y:fd P:65 SP:e8 |lda AdressingMode[4] 37
[PC: f53f] OPCODE c9 | A:37 X:ff Y:fd P:65 SP:e8 |cmp AdressingMode[0] 37, 1b
[PC: f541] OPCODE f0 | A:37 X:ff Y:fd P:65 SP:e8 |beq 2 Zero flag[false]
[PC: f543] OPCODE 84 | A:37 X:ff Y:fd P:65 SP:e8 |sty AdressingMode[1] 253
[PC: f545] OPCODE 60 | A:37 X:ff Y:fd P:65 SP:e8 |rts 4276
[PC: 4276] OPCODE  0 | A:37 X:ff Y:fd P:65 SP:ea |brk
[PC: f4c5] OPCODE 47 | A:37 X:ff Y:fd P:65 SP:e7 |Unknown
[PC: f4c6] OPCODE  6 | A:37 X:ff Y:fd P:65 SP:e7 |asl AdressingMode[1] 0
[PC: f4c8] OPCODE 14 | A:37 X:ff Y:fd P:66 SP:e7 |Unknown
[PC: f4c9] OPCODE f0 | A:37 X:ff Y:fd P:66 SP:e7 |beq 2 Zero flag[true]
[PC: f4cd] OPCODE a0 | A:37 X:ff Y:fd P:66 SP:e7 |ldy AdressingMode[0] 255
[PC: f4cf] OPCODE a9 | A:37 X:ff Y:ff P:e4 SP:e7 |lda AdressingMode[0] 37
[PC: f4d1] OPCODE 8d | A:37 X:ff Y:ff P:64 SP:e7 |sta AdressingMode[4] 55
[PC: f4d4] OPCODE 20 | A:37 X:ff Y:ff P:64 SP:e7 |jsr fb40
[PC: fb40] OPCODE 24 | A:37 X:ff Y:ff P:64 SP:e5 |bit AdressingMode[1] 255
[PC: fb42] OPCODE 38 | A:37 X:ff Y:ff P:e4 SP:e5 |sec
[PC: fb43] OPCODE a9 | A:37 X:ff Y:ff P:e5 SP:e5 |lda AdressingMode[0] 75
[PC: fb45] OPCODE 60 | A:75 X:ff Y:ff P:65 SP:e5 |rts f4d7
[PC: f4d7] OPCODE 5b | A:75 X:ff Y:ff P:65 SP:e7 |Unknown
[PC: f4d8] OPCODE 48 | A:75 X:ff Y:ff P:65 SP:e7 |pha 75
[PC: f4d9] OPCODE  5 | A:75 X:ff Y:ff P:65 SP:e6 |ora AdressingMode[1] 117
[PC: f4db] OPCODE ea | A:75 X:ff Y:ff P:65 SP:e6 |nop
[PC: f4dc] OPCODE  8 | A:75 X:ff Y:ff P:65 SP:e6 |php 75
[PC: f4dd] OPCODE 48 | A:75 X:ff Y:ff P:65 SP:e5 |pha 75
[PC: f4de] OPCODE a0 | A:75 X:ff Y:ff P:65 SP:e4 |ldy AdressingMode[0] 250
[PC: f4e0] OPCODE 68 | A:75 X:ff Y:fa P:e5 SP:e4 |pla 75
[PC: f4e1] OPCODE 28 | A:75 X:ff Y:fa P:65 SP:e5 |plp
[PC: f4e2] OPCODE 20 | A:75 X:ff Y:fa P:65 SP:e6 |jsr fb46
[PC: fb46] OPCODE 50 | A:75 X:ff Y:fa P:65 SP:e4 |bvc 45
[PC: fb48] OPCODE f0 | A:75 X:ff Y:fa P:65 SP:e4 |beq 43 Zero flag[false]
[PC: fb4a] OPCODE 30 | A:75 X:ff Y:fa P:65 SP:e4 |bmi 41
[PC: fb4c] OPCODE 90 | A:75 X:ff Y:fa P:65 SP:e4 |bcc 39
[PC: fb4e] OPCODE c9 | A:75 X:ff Y:fa P:65 SP:e4 |cmp AdressingMode[0] 75, 6e
[PC: fb50] OPCODE d0 | A:75 X:ff Y:fa P:65 SP:e4 |bne 35
[PC: fb75] OPCODE 84 | A:75 X:ff Y:fa P:65 SP:e4 |sty AdressingMode[1] 250
[PC: fb77] OPCODE 60 | A:75 X:ff Y:fa P:65 SP:e4 |rts f4e5
[PC: f4e5] OPCODE ad | A:75 X:ff Y:fa P:65 SP:e6 |lda AdressingMode[4] 37
[PC: f4e8] OPCODE c9 | A:37 X:ff Y:fa P:65 SP:e6 |cmp AdressingMode[0] 37, 1b
[PC: f4ea] OPCODE f0 | A:37 X:ff Y:fa P:65 SP:e6 |beq 2 Zero flag[false]
[PC: f4ec] OPCODE 84 | A:37 X:ff Y:fa P:65 SP:e6 |sty AdressingMode[1] 250
[PC: f4ee] OPCODE a0 | A:37 X:ff Y:fa P:65 SP:e6 |ldy AdressingMode[0] 251
[PC: f4f0] OPCODE a2 | A:37 X:ff Y:fb P:e5 SP:e6 |ldx AdressingMode[0] 255
[PC: f4f2] OPCODE a9 | A:37 X:ff Y:fb P:e5 SP:e6 |lda AdressingMode[0] a5
[PC: f4f4] OPCODE 8d | A:a5 X:ff Y:fb P:e5 SP:e6 |sta AdressingMode[4] 165
[PC: f4f7] OPCODE 20 | A:a5 X:ff Y:fb P:e5 SP:e6 |jsr fb1d
[PC: fb1d] OPCODE 24 | A:a5 X:ff Y:fb P:e5 SP:e4 |bit AdressingMode[1] 255
[PC: fb1f] OPCODE 18 | A:a5 X:ff Y:fb P:e5 SP:e4 |clc
[PC: fb20] OPCODE a9 | A:a5 X:ff Y:fb P:e4 SP:e4 |lda AdressingMode[0] b3
[PC: fb22] OPCODE 60 | A:b3 X:ff Y:fb P:e4 SP:e4 |rts f4fa
[PC: f4fa] OPCODE 5f | A:b3 X:ff Y:fb P:e4 SP:e6 |Unknown
[PC: f4fb] OPCODE 48 | A:b3 X:ff Y:fb P:e4 SP:e6 |pha b3
[PC: f4fc] OPCODE  5 | A:b3 X:ff Y:fb P:e4 SP:e5 |ora AdressingMode[1] 179
[PC: f4fe] OPCODE ea | A:b3 X:ff Y:fb P:e4 SP:e5 |nop
[PC: f4ff] OPCODE ea | A:b3 X:ff Y:fb P:e4 SP:e5 |nop
[PC: f500] OPCODE ea | A:b3 X:ff Y:fb P:e4 SP:e5 |nop
[PC: f501] OPCODE 20 | A:b3 X:ff Y:fb P:e4 SP:e5 |jsr fb23
[PC: fb23] OPCODE 50 | A:b3 X:ff Y:fb P:e4 SP:e3 |bvc 80
[PC: fb25] OPCODE 90 | A:b3 X:ff Y:fb P:e4 SP:e3 |bcc 78
[PC: fb75] OPCODE 84 | A:b3 X:ff Y:fb P:e4 SP:e3 |sty AdressingMode[1] 251
[PC: fb77] OPCODE 60 | A:b3 X:ff Y:fb P:e4 SP:e3 |rts f504
[PC: f504] OPCODE ad | A:b3 X:ff Y:fb P:e4 SP:e5 |lda AdressingMode[4] a5
[PC: f507] OPCODE c9 | A:a5 X:ff Y:fb P:e4 SP:e5 |cmp AdressingMode[0] a5, 52
[PC: f509] OPCODE f0 | A:a5 X:ff Y:fb P:65 SP:e5 |beq 2 Zero flag[false]
[PC: f50b] OPCODE 84 | A:a5 X:ff Y:fb P:65 SP:e5 |sty AdressingMode[1] 251
[PC: f50d] OPCODE c8 | A:a5 X:ff Y:fb P:65 SP:e5 |iny 251
[PC: f50e] OPCODE a9 | A:a5 X:ff Y:fc P:e5 SP:e5 |lda AdressingMode[0] 29
[PC: f510] OPCODE 8d | A:29 X:ff Y:fc P:65 SP:e5 |sta AdressingMode[4] 41
[PC: f513] OPCODE 20 | A:29 X:ff Y:fc P:65 SP:e5 |jsr fb2e
[PC: fb2e] OPCODE b8 | A:29 X:ff Y:fc P:65 SP:e3 |clv
[PC: fb2f] OPCODE 18 | A:29 X:ff Y:fc P:25 SP:e3 |clc
[PC: fb30] OPCODE a9 | A:29 X:ff Y:fc P:24 SP:e3 |lda AdressingMode[0] 42
[PC: fb32] OPCODE 60 | A:42 X:ff Y:fc P:24 SP:e3 |rts f516
[PC: f516] OPCODE 5f | A:42 X:ff Y:fc P:24 SP:e5 |Unknown
[PC: f517] OPCODE 48 | A:42 X:ff Y:fc P:24 SP:e5 |pha 42
[PC: f518] OPCODE  5 | A:42 X:ff Y:fc P:24 SP:e4 |ora AdressingMode[1] 66
[PC: f51a] OPCODE ea | A:42 X:ff Y:fc P:24 SP:e4 |nop
[PC: f51b] OPCODE ea | A:42 X:ff Y:fc P:24 SP:e4 |nop
[PC: f51c] OPCODE ea | A:42 X:ff Y:fc P:24 SP:e4 |nop
[PC: f51d] OPCODE 20 | A:42 X:ff Y:fc P:24 SP:e4 |jsr fb33
[PC: fb33] OPCODE 70 | A:42 X:ff Y:fc P:24 SP:e2 |bvs 64
[PC: fb35] OPCODE f0 | A:42 X:ff Y:fc P:24 SP:e2 |beq 62 Zero flag[false]
[PC: fb37] OPCODE 30 | A:42 X:ff Y:fc P:24 SP:e2 |bmi 60
[PC: fb39] OPCODE 90 | A:42 X:ff Y:fc P:24 SP:e2 |bcc 58
[PC: fb75] OPCODE 84 | A:42 X:ff Y:fc P:24 SP:e2 |sty AdressingMode[1] 252
[PC: fb77] OPCODE 60 | A:42 X:ff Y:fc P:24 SP:e2 |rts f520
[PC: f520] OPCODE ad | A:42 X:ff Y:fc P:24 SP:e4 |lda AdressingMode[4] 29
[PC: f523] OPCODE c9 | A:29 X:ff Y:fc P:24 SP:e4 |cmp AdressingMode[0] 29, 14
[PC: f525] OPCODE f0 | A:29 X:ff Y:fc P:25 SP:e4 |beq 2 Zero flag[false]
[PC: f527] OPCODE 84 | A:29 X:ff Y:fc P:25 SP:e4 |sty AdressingMode[1] 252
[PC: f529] OPCODE c8 | A:29 X:ff Y:fc P:25 SP:e4 |iny 252
[PC: f52a] OPCODE a9 | A:29 X:ff Y:fd P:a5 SP:e4 |lda AdressingMode[0] 37
[PC: f52c] OPCODE 8d | A:37 X:ff Y:fd P:25 SP:e4 |sta AdressingMode[4] 55
[PC: f52f] OPCODE 20 | A:37 X:ff Y:fd P:25 SP:e4 |jsr fb40
[PC: fb40] OPCODE 24 | A:37 X:ff Y:fd P:25 SP:e2 |bit AdressingMode[1] 255
[PC: fb42] OPCODE 38 | A:37 X:ff Y:fd P:e5 SP:e2 |sec
[PC: fb43] OPCODE a9 | A:37 X:ff Y:fd P:e5 SP:e2 |lda AdressingMode[0] 75
[PC: fb45] OPCODE 60 | A:75 X:ff Y:fd P:65 SP:e2 |rts f532
[PC: f532] OPCODE 5f | A:75 X:ff Y:fd P:65 SP:e4 |Unknown
[PC: f533] OPCODE 48 | A:75 X:ff Y:fd P:65 SP:e4 |pha 75
[PC: f534] OPCODE  5 | A:75 X:ff Y:fd P:65 SP:e3 |ora AdressingMode[1] 117
[PC: f536] OPCODE ea | A:75 X:ff Y:fd P:65 SP:e3 |nop
[PC: f537] OPCODE ea | A:75 X:ff Y:fd P:65 SP:e3 |nop
[PC: f538] OPCODE ea | A:75 X:ff Y:fd P:65 SP:e3 |nop
[PC: f539] OPCODE 20 | A:75 X:ff Y:fd P:65 SP:e3 |jsr fb46
[PC: fb46] OPCODE 50 | A:75 X:ff Y:fd P:65 SP:e1 |bvc 45
[PC: fb48] OPCODE f0 | A:75 X:ff Y:fd P:65 SP:e1 |beq 43 Zero flag[false]
[PC: fb4a] OPCODE 30 | A:75 X:ff Y:fd P:65 SP:e1 |bmi 41
[PC: fb4c] OPCODE 90 | A:75 X:ff Y:fd P:65 SP:e1 |bcc 39
[PC: fb4e] OPCODE c9 | A:75 X:ff Y:fd P:65 SP:e1 |cmp AdressingMode[0] 75, 6e
[PC: fb50] OPCODE d0 | A:75 X:ff Y:fd P:65 SP:e1 |bne 35
[PC: fb75] OPCODE 84 | A:75 X:ff Y:fd P:65 SP:e1 |sty AdressingMode[1] 253
[PC: fb77] OPCODE 60 | A:75 X:ff Y:fd P:65 SP:e1 |rts f53c
[PC: f53c] OPCODE ad | A:75 X:ff Y:fd P:65 SP:e3 |lda AdressingMode[4] 37
[PC: f53f] OPCODE c9 | A:37 X:ff Y:fd P:65 SP:e3 |cmp AdressingMode[0] 37, 1b
[PC: f541] OPCODE f0 | A:37 X:ff Y:fd P:65 SP:e3 |beq 2 Zero flag[false]
[PC: f543] OPCODE 84 | A:37 X:ff Y:fd P:65 SP:e3 |sty AdressingMode[1] 253
[PC: f545] OPCODE 60 | A:37 X:ff Y:fd P:65 SP:e3 |rts 4276
[PC: 4276] OPCODE  0 | A:37 X:ff Y:fd P:65 SP:e5 |brk
[PC: f4c5] OPCODE 47 | A:37 X:ff Y:fd P:65 SP:e2 |Unknown
[PC: f4c6] OPCODE  6 | A:37 X:ff Y:fd P:65 SP:e2 |asl AdressingMode[1] 0
[PC: f4c8] OPCODE 14 | A:37 X:ff Y:fd P:66 SP:e2 |Unknown
[PC: f4c9] OPCODE f0 | A:37 X:ff Y:fd P:66 SP:e2 |beq 2 Zero flag[true]
[PC: f4cd] OPCODE a0 | A:37 X:ff Y:fd P:66 SP:e2 |ldy AdressingMode[0] 255
[PC: f4cf] OPCODE a9 | A:37 X:ff Y:ff P:e4 SP:e2 |lda AdressingMode[0] 37
[PC: f4d1] OPCODE 8d | A:37 X:ff Y:ff P:64 SP:e2 |sta AdressingMode[4] 55
[PC: f4d4] OPCODE 20 | A:37 X:ff Y:ff P:64 SP:e2 |jsr fb40
[PC: fb40] OPCODE 24 | A:37 X:ff Y:ff P:64 SP:e0 |bit AdressingMode[1] 255
[PC: fb42] OPCODE 38 | A:37 X:ff Y:ff P:e4 SP:e0 |sec
[PC: fb43] OPCODE a9 | A:37 X:ff Y:ff P:e5 SP:e0 |lda AdressingMode[0] 75
[PC: fb45] OPCODE 60 | A:75 X:ff Y:ff P:65 SP:e0 |rts f4d7
[PC: f4d7] OPCODE 5b | A:75 X:ff Y:ff P:65 SP:e2 |Unknown
[PC: f4d8] OPCODE 48 | A:75 X:ff Y:ff P:65 SP:e2 |pha 75
[PC: f4d9] OPCODE  5 | A:75 X:ff Y:ff P:65 SP:e1 |ora AdressingMode[1] 117
[PC: f4db] OPCODE ea | A:75 X:ff Y:ff P:65 SP:e1 |nop
[PC: f4dc] OPCODE  8 | A:75 X:ff Y:ff P:65 SP:e1 |php 75
[PC: f4dd] OPCODE 48 | A:75 X:ff Y:ff P:65 SP:e0 |pha 75
[PC: f4de] OPCODE a0 | A:75 X:ff Y:ff P:65 SP:df |ldy AdressingMode[0] 250
[PC: f4e0] OPCODE 68 | A:75 X:ff Y:fa P:e5 SP:df |pla 75
[PC: f4e1] OPCODE 28 | A:75 X:ff Y:fa P:65 SP:e0 |plp
[PC: f4e2] OPCODE 20 | A:75 X:ff Y:fa P:65 SP:e1 |jsr fb46
[PC: fb46] OPCODE 50 | A:75 X:ff Y:fa P:65 SP:df |bvc 45
[PC: fb48] OPCODE f0 | A:75 X:ff Y:fa P:65 SP:df |beq 43 Zero flag[false]
[PC: fb4a] OPCODE 30 | A:75 X:ff Y:fa P:65 SP:df |bmi 41
[PC: fb4c] OPCODE 90 | A:75 X:ff Y:fa P:65 SP:df |bcc 39
[PC: fb4e] OPCODE c9 | A:75 X:ff Y:fa P:65 SP:df |cmp AdressingMode[0] 75, 6e
[PC: fb50] OPCODE d0 | A:75 X:ff Y:fa P:65 SP:df |bne 35
[PC: fb75] OPCODE 84 | A:75 X:ff Y:fa P:65 SP:df |sty AdressingMode[1] 250
[PC: fb77] OPCODE 60 | A:75 X:ff Y:fa P:65 SP:df |rts f4e5
[PC: f4e5] OPCODE ad | A:75 X:ff Y:fa P:65 SP:e1 |lda AdressingMode[4] 37
[PC: f4e8] OPCODE c9 | A:37 X:ff Y:fa P:65 SP:e1 |cmp AdressingMode[0] 37, 1b
[PC: f4ea] OPCODE f0 | A:37 X:ff Y:fa P:65 SP:e1 |beq 2 Zero flag[false]
[PC: f4ec] OPCODE 84 | A:37 X:ff Y:fa P:65 SP:e1 |sty AdressingMode[1] 250
[PC: f4ee] OPCODE a0 | A:37 X:ff Y:fa P:65 SP:e1 |ldy AdressingMode[0] 251
[PC: f4f0] OPCODE a2 | A:37 X:ff Y:fb P:e5 SP:e1 |ldx AdressingMode[0] 255
[PC: f4f2] OPCODE a9 | A:37 X:ff Y:fb P:e5 SP:e1 |lda AdressingMode[0] a5
[PC: f4f4] OPCODE 8d | A:a5 X:ff Y:fb P:e5 SP:e1 |sta AdressingMode[4] 165
[PC: f4f7] OPCODE 20 | A:a5 X:ff Y:fb P:e5 SP:e1 |jsr fb1d
[PC: fb1d] OPCODE 24 | A:a5 X:ff Y:fb P:e5 SP:df |bit AdressingMode[1] 255
[PC: fb1f] OPCODE 18 | A:a5 X:ff Y:fb P:e5 SP:df |clc
[PC: fb20] OPCODE a9 | A:a5 X:ff Y:fb P:e4 SP:df |lda AdressingMode[0] b3
[PC: fb22] OPCODE 60 | A:b3 X:ff Y:fb P:e4 SP:df |rts f4fa
[PC: f4fa] OPCODE 5f | A:b3 X:ff Y:fb P:e4 SP:e1 |Unknown
[PC: f4fb] OPCODE 48 | A:b3 X:ff Y:fb P:e4 SP:e1 |pha b3
[PC: f4fc] OPCODE  5 | A:b3 X:ff Y:fb P:e4 SP:e0 |ora AdressingMode[1] 179
[PC: f4fe] OPCODE ea | A:b3 X:ff Y:fb P:e4 SP:e0 |nop
[PC: f4ff] OPCODE ea | A:b3 X:ff Y:fb P:e4 SP:e0 |nop
[PC: f500] OPCODE ea | A:b3 X:ff Y:fb P:e4 SP:e0 |nop
[PC: f501] OPCODE 20 | A:b3 X:ff Y:fb P:e4 SP:e0 |jsr fb23
[PC: fb23] OPCODE 50 | A:b3 X:ff Y:fb P:e4 SP:de |bvc 80
[PC: fb25] OPCODE 90 | A:b3 X:ff Y:fb P:e4 SP:de |bcc 78
[PC: fb75] OPCODE 84 | A:b3 X:ff Y:fb P:e4 SP:de |sty AdressingMode[1] 251
[PC: fb77] OPCODE 60 | A:b3 X:ff Y:fb P:e4 SP:de |rts f504
[PC: f504] OPCODE ad | A:b3 X:ff Y:fb P:e4 SP:e0 |lda AdressingMode[4] a5
[PC: f507] OPCODE c9 | A:a5 X:ff Y:fb P:e4 SP:e0 |cmp AdressingMode[0] a5, 52
[PC: f509] OPCODE f0 | A:a5 X:ff Y:fb P:65 SP:e0 |beq 2 Zero flag[false]
[PC: f50b] OPCODE 84 | A:a5 X:ff Y:fb P:65 SP:e0 |sty AdressingMode[1] 251
[PC: f50d] OPCODE c8 | A:a5 X:ff Y:fb P:65 SP:e0 |iny 251
[PC: f50e] OPCODE a9 | A:a5 X:ff Y:fc P:e5 SP:e0 |lda AdressingMode[0] 29
[PC: f510] OPCODE 8d | A:29 X:ff Y:fc P:65 SP:e0 |sta AdressingMode[4] 41
[PC: f513] OPCODE 20 | A:29 X:ff Y:fc P:65 SP:e0 |jsr fb2e
[PC: fb2e] OPCODE b8 | A:29 X:ff Y:fc P:65 SP:de |clv
[PC: fb2f] OPCODE 18 | A:29 X:ff Y:fc P:25 SP:de |clc
[PC: fb30] OPCODE a9 | A:29 X:ff Y:fc P:24 SP:de |lda AdressingMode[0] 42
[PC: fb32] OPCODE 60 | A:42 X:ff Y:fc P:24 SP:de |rts f516
[PC: f516] OPCODE 5f | A:42 X:ff Y:fc P:24 SP:e0 |Unknown
[PC: f517] OPCODE 48 | A:42 X:ff Y:fc P:24 SP:e0 |pha 42
[PC: f518] OPCODE  5 | A:42 X:ff Y:fc P:24 SP:df |ora AdressingMode[1] 66
[PC: f51a] OPCODE ea | A:42 X:ff Y:fc P:24 SP:df |nop
[PC: f51b] OPCODE ea | A:42 X:ff Y:fc P:24 SP:df |nop
[PC: f51c] OPCODE ea | A:42 X:ff Y:fc P:24 SP:df |nop
[PC: f51d] OPCODE 20 | A:42 X:ff Y:fc P:24 SP:df |jsr fb33
[PC: fb33] OPCODE 70 | A:42 X:ff Y:fc P:24 SP:dd |bvs 64
[PC: fb35] OPCODE f0 | A:42 X:ff Y:fc P:24 SP:dd |beq 62 Zero flag[false]
[PC: fb37] OPCODE 30 | A:42 X:ff Y:fc P:24 SP:dd |bmi 60
[PC: fb39] OPCODE 90 | A:42 X:ff Y:fc P:24 SP:dd |bcc 58
[PC: fb75] OPCODE 84 | A:42 X:ff Y:fc P:24 SP:dd |sty AdressingMode[1] 252
[PC: fb77] OPCODE 60 | A:42 X:ff Y:fc P:24 SP:dd |rts f520
[PC: f520] OPCODE ad | A:42 X:ff Y:fc P:24 SP:df |lda AdressingMode[4] 29
[PC: f523] OPCODE c9 | A:29 X:ff Y:fc P:24 SP:df |cmp AdressingMode[0] 29, 14
[PC: f525] OPCODE f0 | A:29 X:ff Y:fc P:25 SP:df |beq 2 Zero flag[false]
[PC: f527] OPCODE 84 | A:29 X:ff Y:fc P:25 SP:df |sty AdressingMode[1] 252
[PC: f529] OPCODE c8 | A:29 X:ff Y:fc P:25 SP:df |iny 252
[PC: f52a] OPCODE a9 | A:29 X:ff Y:fd P:a5 SP:df |lda AdressingMode[0] 37
[PC: f52c] OPCODE 8d | A:37 X:ff Y:fd P:25 SP:df |sta AdressingMode[4] 55
[PC: f52f] OPCODE 20 | A:37 X:ff Y:fd P:25 SP:df |jsr fb40
[PC: fb40] OPCODE 24 | A:37 X:ff Y:fd P:25 SP:dd |bit AdressingMode[1] 255
[PC: fb42] OPCODE 38 | A:37 X:ff Y:fd P:e5 SP:dd |sec
[PC: fb43] OPCODE a9 | A:37 X:ff Y:fd P:e5 SP:dd |lda AdressingMode[0] 75
[PC: fb45] OPCODE 60 | A:75 X:ff Y:fd P:65 SP:dd |rts f532
[PC: f532] OPCODE 5f | A:75 X:ff Y:fd P:65 SP:df |Unknown
[PC: f533] OPCODE 48 | A:75 X:ff Y:fd P:65 SP:df |pha 75
[PC: f534] OPCODE  5 | A:75 X:ff Y:fd P:65 SP:de |ora AdressingMode[1] 117
[PC: f536] OPCODE ea | A:75 X:ff Y:fd P:65 SP:de |nop
[PC: f537] OPCODE ea | A:75 X:ff Y:fd P:65 SP:de |nop
[PC: f538] OPCODE ea | A:75 X:ff Y:fd P:65 SP:de |nop
[PC: f539] OPCODE 20 | A:75 X:ff Y:fd P:65 SP:de |jsr fb46
[PC: fb46] OPCODE 50 | A:75 X:ff Y:fd P:65 SP:dc |bvc 45
[PC: fb48] OPCODE f0 | A:75 X:ff Y:fd P:65 SP:dc |beq 43 Zero flag[false]
[PC: fb4a] OPCODE 30 | A:75 X:ff Y:fd P:65 SP:dc |bmi 41
[PC: fb4c] OPCODE 90 | A:75 X:ff Y:fd P:65 SP:dc |bcc 39
[PC: fb4e] OPCODE c9 | A:75 X:ff Y:fd P:65 SP:dc |cmp AdressingMode[0] 75, 6e
[PC: fb50] OPCODE d0 | A:75 X:ff Y:fd P:65 SP:dc |bne 35
[PC: fb75] OPCODE 84 | A:75 X:ff Y:fd P:65 SP:dc |sty AdressingMode[1] 253
[PC: fb77] OPCODE 60 | A:75 X:ff Y:fd P:65 SP:dc |rts f53c
[PC: f53c] OPCODE ad | A:75 X:ff Y:fd P:65 SP:de |lda AdressingMode[4] 37
[PC: f53f] OPCODE c9 | A:37 X:ff Y:fd P:65 SP:de |cmp AdressingMode[0] 37, 1b
[PC: f541] OPCODE f0 | A:37 X:ff Y:fd P:65 SP:de |beq 2 Zero flag[false]
[PC: f543] OPCODE 84 | A:37 X:ff Y:fd P:65 SP:de |sty AdressingMode[1] 253
[PC: f545] OPCODE 60 | A:37 X:ff Y:fd P:65 SP:de |rts 4276
[PC: 4276] OPCODE  0 | A:37 X:ff Y:fd P:65 SP:e0 |brk
[PC: f4c5] OPCODE 47 | A:37 X:ff Y:fd P:65 SP:dd |Unknown
[PC: f4c6] OPCODE  6 | A:37 X:ff Y:fd P:65 SP:dd |asl AdressingMode[1] 0
[PC: f4c8] OPCODE 14 | A:37 X:ff Y:fd P:66 SP:dd |Unknown
[PC: f4c9] OPCODE f0 | A:37 X:ff Y:fd P:66 SP:dd |beq 2 Zero flag[true]
[PC: f4cd] OPCODE a0 | A:37 X:ff Y:fd P:66 SP:dd |ldy AdressingMode[0] 255
[PC: f4cf] OPCODE a9 | A:37 X:ff Y:ff P:e4 SP:dd |lda AdressingMode[0] 37
[PC: f4d1] OPCODE 8d | A:37 X:ff Y:ff P:64 SP:dd |sta AdressingMode[4] 55
[PC: f4d4] OPCODE 20 | A:37 X:ff Y:ff P:64 SP:dd |jsr fb40
[PC: fb40] OPCODE 24 | A:37 X:ff Y:ff P:64 SP:db |bit AdressingMode[1] 255
[PC: fb42] OPCODE 38 | A:37 X:ff Y:ff P:e4 SP:db |sec
[PC: fb43] OPCODE a9 | A:37 X:ff Y:ff P:e5 SP:db |lda AdressingMode[0] 75
[PC: fb45] OPCODE 60 | A:75 X:ff Y:ff P:65 SP:db |rts f4d7
[PC: f4d7] OPCODE 5b | A:75 X:ff Y:ff P:65 SP:dd |Unknown
[PC: f4d8] OPCODE 48 | A:75 X:ff Y:ff P:65 SP:dd |pha 75
[PC: f4d9] OPCODE  5 | A:75 X:ff Y:ff P:65 SP:dc |ora AdressingMode[1] 117
[PC: f4db] OPCODE ea | A:75 X:ff Y:ff P:65 SP:dc |nop
[PC: f4dc] OPCODE  8 | A:75 X:ff Y:ff P:65 SP:dc |php 75
[PC: f4dd] OPCODE 48 | A:75 X:ff Y:ff P:65 SP:db |pha 75
[PC: f4de] OPCODE a0 | A:75 X:ff Y:ff P:65 SP:da |ldy AdressingMode[0] 250
[PC: f4e0] OPCODE 68 | A:75 X:ff Y:fa P:e5 SP:da |pla 75
[PC: f4e1] OPCODE 28 | A:75 X:ff Y:fa P:65 SP:db |plp
[PC: f4e2] OPCODE 20 | A:75 X:ff Y:fa P:65 SP:dc |jsr fb46
[PC: fb46] OPCODE 50 | A:75 X:ff Y:fa P:65 SP:da |bvc 45
[PC: fb48] OPCODE f0 | A:75 X:ff Y:fa P:65 SP:da |beq 43 Zero flag[false]
[PC: fb4a] OPCODE 30 | A:75 X:ff Y:fa P:65 SP:da |bmi 41
[PC: fb4c] OPCODE 90 | A:75 X:ff Y:fa P:65 SP:da |bcc 39
[PC: fb4e] OPCODE c9 | A:75 X:ff Y:fa P:65 SP:da |cmp AdressingMode[0] 75, 6e
[PC: fb50] OPCODE d0 | A:75 X:ff Y:fa P:65 SP:da |bne 35
[PC: fb75] OPCODE 84 | A:75 X:ff Y:fa P:65 SP:da |sty AdressingMode[1] 250
[PC: fb77] OPCODE 60 | A:75 X:ff Y:fa P:65 SP:da |rts f4e5
[PC: f4e5] OPCODE ad | A:75 X:ff Y:fa P:65 SP:dc |lda AdressingMode[4] 37
[PC: f4e8] OPCODE c9 | A:37 X:ff Y:fa P:65 SP:dc |cmp AdressingMode[0] 37, 1b
[PC: f4ea] OPCODE f0 | A:37 X:ff Y:fa P:65 SP:dc |beq 2 Zero flag[false]
[PC: f4ec] OPCODE 84 | A:37 X:ff Y:fa P:65 SP:dc |sty AdressingMode[1] 250
[PC: f4ee] OPCODE a0 | A:37 X:ff Y:fa P:65 SP:dc |ldy AdressingMode[0] 251
[PC: f4f0] OPCODE a2 | A:37 X:ff Y:fb P:e5 SP:dc |ldx AdressingMode[0] 255
[PC: f4f2] OPCODE a9 | A:37 X:ff Y:fb P:e5 SP:dc |lda AdressingMode[0] a5
[PC: f4f4] OPCODE 8d | A:a5 X:ff Y:fb P:e5 SP:dc |sta AdressingMode[4] 165
